wav_filename,wav_filesize,transcript
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30065957.wav,184,Katika karne ya kumi na sita Wareno walikuwa mstari wa mbele katika biashara hii
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30069462.wav,228,Miaka iliyofuata teolojia ya Luther ilikua haraka ikisababisha mabishano mengi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30069466.wav,149,Takwimu za bei zinaweza kuruhusu kutofautisha kwa bei ya siku
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30071622.wav,191,Aliiga mfumo wa kijeshi wa wasangu waliowahi kuwa kabila ldnye nguvu
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30071625.wav,146,tume ya jiji iliyokuwepo ilivunjwa na serikali kuu
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30071629.wav,179,Tume ilipendekeza kuifanyia mabadiliko makubwa katiba ya Jamhuri ya Muungano
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30071630.wav,187,Watu wawili wenye silaha walivamia chumba alimokuwa Karume na wenzake
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30071671.wav,138,wengine hutumia vitakasa mikono katika kujikinga
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30071673.wav,163,Kusimama kwa siku kumi ilikuwa taarifa yenye hisia Kali
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30071744.wav,151,Alifanya utume wake kama katibu wa Jimbo kuu la Dar es salaam
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30071747.wav,127,magufuli alizaliwa wilayani chato mkoani geita
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30071753.wav,172,tafrija kutendea wengine mema na kadhalika Watu
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30071934.wav,198,Jina kilimanjaro lilitumia na wakoloni wote waliyotawala tanganyika
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30071978.wav,207,wakijihusisha na shughuli za kilimo na ufugaji kama njia ya kuingiza kipato chao
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30072089.wav,134,Kwa hiyo tani nyingi za dhahabu zinasafirishwa kila mwaka
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30072099.wav,209,kutokana na kile wanachoeleza kuwa ni maajabu ambayo hutokea yakianzia katika shimo hilo
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30072633.wav,184,Inasemekana kuwa Mchaga halisi hali muhogo akila muhogo atakufa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30072635.wav,136,hakuna mwanadamu asiyetamani kuitembelea tanzania
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30072650.wav,112,Rais wa sasa ni Hussein mwinyi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30072721.wav,194,Vivutio hivi vya kitalii katika mji huu vimetengwa katika mafungu mawili ya vivutio
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30072726.wav,116,kutumia na kuendeleza mazingira ya asili
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30072938.wav,153,Mafia inatawaliwa kutoka kisiwa kikuu sio kutoka Zanzibar
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30072941.wav,218,Amin alitumia nafasi ya safari ya Obote kwenda kwenye mkutano wa Jumuiya ya Madola
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30072978.wav,191,Ilizama majini kwenye Ziwa Victoria mwambao wa Bwiru Jijini Mwanza
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30073280.wav,123,Kama timu itakua inahitaji matokeo ya ushindi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30073310.wav,150,karume alifanya mambo mengo sana ya kuleta maendeleo
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30073402.wav,160,Inaaminika haya yatasaidia kudumisha sera za kimsingi za kiuchumi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30073407.wav,126,za ndani ya nchi au ndani ya eneo
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30073595.wav,153,kutoka nyuzi joto thelathini na nane hadi thelathini na tisa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30073730.wav,168,Pia alikuwa wa kabila la Wakakwa ambaye alikuwa Mkatoliki
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30073737.wav,189,Wilaya inayo mabwawa ya kuchimbwa sitini na saba kwa ajili ya ufugaji wa samaki
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30073748.wav,167,Nelsoni Mandela hakuwa mtu wa kusifia kitu ambacho hakifai kusifiwa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30073910.wav,202,Mababu wanaaminika waliingia katika eneo la Tanzania katika milenia ya kwanza kabla ya kristo
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074094.wav,182,Vita viliisha tunakupakulia kumbukumbu za chanzo na matokeo ya vita
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074230.wav,198,Au makaa ya mawe yanayotumia gharama kubwa kuzalishwa hili yatoe umeme
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074250.wav,156,Tarehe ishirini na sita Januari mwaka elfu moja mia tisa ishirini na mbili
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074265.wav,174,Dewji ni Mtanzania pekee aliyesaini mkataba mwaka elfu mbili kumi na sita
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074267.wav,142,Idara ya misitu ya Kenya na Shirika la Kenya la Wanyamapori
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074515.wav,174,wananchi kufuatia tukio hilo akiahidi kutolala hadi wamkamate
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074680.wav,143,duniani lakini ngoja nikupe Siri moja ukipata
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074692.wav,163,kutokana na kuogopa ongezeko la wakimbizi na ukosefu wa makazi pia
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074710.wav,157,yalivumbuliwa mererani wilayani simanjiro na hakuna sehemu nyingine
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074711.wav,91,Hadi nyuzi joto thelathini na tatu
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074712.wav,148,Kwa hiyo biashara hii ya pembe tatu ilifanyika kwa kiasi kikubwa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074715.wav,159,Hapo wakaingia Wajerumani waliokuwa na mapatano ya usaidizi na Hungaria
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074849.wav,181,Dhuluma kwa Wapare ni kitu kilichokuwa kimepigwa marufuku hata kwenye matambiko yao
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074857.wav,120,mbappe alifunga bao moja kwenye mechi ya fainali
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074862.wav,141,unawezaje kumfikiria Yakub anayecheza eneo la Mbagala
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074864.wav,142,Kabla ya hapo maswala ya uchaguzi yalisimamiwa na chama
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074869.wav,111,Wakimaanisha sisi ni wazaliwa wa hapa hapa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074946.wav,224,Rais wa baadaye Yoweri Museveni alikuwako kati ya wanamigambo waliosaidiana na Watanzania
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074949.wav,152,Maradhi ya zinaa ni magonjwa ya maambukizi zaidi ya ishirini na tano
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30074955.wav,184,Wamasai humwabudu mungu wao wa pekee nao humwita Enkai au Engai
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30075072.wav,148,Kikwete aliahidi kuendelea kusimama na familia ya Hayati Magufuli
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30090549.wav,175,ikibidi ni wazo ambalo niko tayari kufa nikilitetea
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30090551.wav,134,Aidha hifadhi hii iko kaskazini kwa mbuga ya Selous
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30090556.wav,168,Mkoa wa Mara ni chimbuko la Viongozi mashuhuri akiwemo Rais wa kwanza
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30090558.wav,195,Askari wachache wa Amin ambao walijaribu kuwashambulia Watanzania waliuawa haraka
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30090712.wav,166,biashara kujifunza au makusudi mengine Utalii huweza
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30090714.wav,135,Urembo wa ngozi unawekwa kwenye sikio lilotobolewa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30090723.wav,161,Lengo la ngome hizi za makombora haliwezi kuwa lingine zaidi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30090807.wav,168,Mgeni anarudishwa karne nzima nyuma mji huo ukiwa umetanda maua
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30090812.wav,111,Kutokana na mazingira mazuri ya mlima wa Kilimanjaro
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30090834.wav,172,Mwinuko wake unakadiriwa kuwa inchi ishirini hadi arobaini ya ujazo wa mvua
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30090960.wav,130,amini alikuwa kiongozi dikteta Kwa watu wa taifa la Uganda
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30090963.wav,315,Inapotokea suala sherehe au misiba jamii hii hupenda kutoa ushirikiano mkubwa katika majukumu
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30090965.wav,129,Hali inayopelekea kukuza kipato cha wananchi na taifa kwa ujumla
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30090995.wav,116,Ni mfungaji bora wa Barcelona wa muda wote
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30090997.wav,123,Wahandisi wa mitambo mbalimbali pamoja na mashine za kufanyia kazi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30091106.wav,197,Kisonono hutibiwa kwa antibaotiki kadhaa ingawa maambukizi yamekuwa na ukinzani
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30091109.wav,110,Tanganyika inakuwa jamhuri na wakati huo
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30091157.wav,187,Ndege zake tatu zilikuwa zikitoka uwanja wa ndege wa Ngerengere mkoani Morogoro
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30091161.wav,188,Wakala alipata fursa ya kuonesha mpango wake wa kusambaza umeme vijijini
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30091234.wav,221,"Kama mpishi atapika alafu chakula chake kisipate walaji, hupishi huo unakuwa hauna maana."
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30091237.wav,167,Karne nyingi upwa wa Kenya umekuwa mwenyeji wa wafanyabiashara
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30091413.wav,128,uso unapewa kipaumbele kwenye mwili kuliko sehemu nyingine
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30091414.wav,148,Kuchagua kabila kama ndicho kigezo cha kuishi katika uhusiano ni ubaguzi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30091425.wav,165,waliokuwa na kazi ya kuweka tani mia sita za makaa ya mawe kwa siku
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30091438.wav,106,Hawana uwezo wa kulima katika majangwa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30091445.wav,196,Kufanywa taaluma kwa uchumi jinsi inavyoonekana katika ongezeko la masomo
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30091549.wav,151,Elfu mbili na ishirini na moja kijijiini kwao Mtambwe pemba
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30097780.wav,148,wazazi walishindwa kutoa pesa kuwasomesha vijana wao
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30097783.wav,174,Uingereza ilichukua hadhi ya kuilinda Zanzibari kakomesha biashara ya utumwa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30097786.wav,134,alizikwa mkoani mara kwenye makaburi ya nyumbani kwao
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30099328.wav,138,Ni wakati wa kiangazi yani mwezi wa sita hadi mwezi wa nane
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30099387.wav,158,Na maeneo ya jirani yalikabidhiwa kwa taifa la Ufaransa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30099390.wav,145,kimbunga hicho kilikuja wiki chache baada ya kenneth kufariki
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30099396.wav,128,Albamu yake ya pili ilikuwa Coupe Bibamba
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30099518.wav,156,Asubuhi iliyofuata ili aweze kutotimiza ahadi yake kwa Mbatiany
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30099590.wav,206,wanaamini wakipewa jukumu fulani kulifanya wanafanya kwa ustadi na weredi mkubwa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30099785.wav,139,maporomoko ya rusumo ni chanzo cha maji ya mto kagera
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30099786.wav,151,Mwaka elfu mbili na mbili alipata mafunzo ya awali ya kompyuta
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30099953.wav,174,Kasoro maeneo ya Rwanda na Burundi yaliyokabidhiwa mikononi mwa Ubelgiji
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30099995.wav,134,Hadi mwaka wa elfu moja mia saba na hamsini
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30100237.wav,151,Kenge hawa ni maarufu kwa kuiba mayai ya mamba na kula nyoka
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30100443.wav,145,Tangu wakati huo Makao Makuu yakawa Musoma mpaka sasa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30101168.wav,157,Mlima kilimanjaro umejengwa na rusu za majivu
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30131144.wav,166,Kuna mmea wa kienyeji uitwao Olari ambao unakua ukiwa mrefu na mwingi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30131424.wav,205,Karanga pia hupunguza mafuta mabaya mwilini na kuongeza mafuta mazuri yaliyomo kwenye karanga
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30131428.wav,136,Kiwanda cha muda cha kutengeneza sarafu kilianzishwa Tabora
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30131467.wav,182,Olonana akaondoka muda huo ili asiwepo mtu yeyote wa kumuona
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30131669.wav,206,kwa mfano mchezo wa hatima ulionyesha kuwa watu hukataa matoleo ambayo hayatoshani
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30131726.wav,217,Tukianza kuangalia kiuchumi ni kwa jinsi gani afrika inapata manufaa kipitia bahari ya Hindi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30131756.wav,172,Boma ilijengwa na wajerumani mwaka elfu moja mia nane tisini na tano
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30131779.wav,183,Aidha huweza kuteuliwa tena kutumikia nyadhifa hizo kwa kipindi kingine
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30131864.wav,167,berlin ameshinda makombe mawili ya dunia
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30131867.wav,181,majaabu hayaishi manyara utastaajabu kuona chemchem za maji Moto
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30131873.wav,187,Uzuri utaufaidi kwa macho kutazama picha hizi kujionea mandhari ya eneo hilo
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30131875.wav,205,Aliwaachisha kazi wafanyikazi wa serikali waliopatikana na makosa ya ufisadi na uzembe kazini
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30131894.wav,191,Wakishaangua huwalisha kwa bidii vifaranga ili kuanza safari kurudi Ulaya
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30131899.wav,100,kugawanyika kwa kushindwa kuhakikisha amani
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30131959.wav,226,kuhakikisha urithi huu unatunzwa Mikakati hii ni pamoja na kuwakutanisha wadau wa mkongo huu
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30132055.wav,256,Wanamuita Mungu kama Enkai na wanaamini kuwa alishusha ngâombe kutoka juu akiwa na kamba
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30132060.wav,203,Huwa nafanya matembeezi kwenye minada naona Watanzania wanaagiza nyama mguu mzima wa mbuzi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30132161.wav,249,Alipata Shahada ya Uzamili ya Sayansi katika Kemia Chuo Kikuu Salford nchini Uingereza
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30132222.wav,201,Kwa sababu wanaotakiwa kupanda milima ni wale wenye afya iliyo imara sana
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30132225.wav,209,Sylvia Nagginda ni malkia wa Buganda akivaa mapambo ya Kisamburu wakati wa kutembelea Kenya
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30132420.wav,205,Tabia ya wapare haina utofauti sana na kabila la wahaya waishio mkoani Bukoba
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30132455.wav,202,Mfalme aliendelea kutoa masharti huku akiwataka kutokufanya mabadiliko yoyote
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30132559.wav,124,ngorongoro kreta ina hadhi ya urithi wa dunia
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30132597.wav,183,Ni nyumba iliyo na vyumba kumi na Mbili tu na yenye bustani nzuri
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30132629.wav,192,Ni suala la kudai haki yao lakini zoezi hili limepungua sana nyakati hizi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30132631.wav,154,Ngome Kongwe ni jumba la kwanza la mawe katika mji huu mkongwe
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30132706.wav,194,Tangu walipofika katika ardhi hiyo na pia ni kabila lenye umaarufu mkubwa nchini
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30132795.wav,124,sultan aliwasaidia zanzibar kupata uhuru wao
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30132834.wav,104,Hali hii huitwa homa ya ini
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30132837.wav,196,Ugonjwa wa malengelenge katika sehemu za siri husababishwa na maambukizi ya virusi vya herpes
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30132906.wav,154,Hifadhi za Arusha ni maarufu kwa wanyama jamii ya
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30132917.wav,99,manchester united ni timu ya uingereza
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30132921.wav,179,Wamasai walijulikana kama shujaa wakali na waliishi pamoja na wanyamapori
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30133012.wav,133,Mchezo wa Mbingambinga huchezwa na watoto wa rika zote
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30133051.wav,150,Ni muhimu kujua kwamba Walutheri walisubiri hadi mwaka
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30133144.wav,157,udzungwa inapendezeshwa kwa miti mingi na ukungu
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30133146.wav,141,mikoa mingi ya tanzania haikukuwa na barabara
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30133246.wav,188,Wamasai ambao wanaishi karibu na wakulima wameshughulikia kilimo
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30133300.wav,145,Amenukuliwa na gazeti la taifa akisema kwamba
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30133349.wav,149,wakati huo Amin alirudi Uganda mwaka huo huo
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30133466.wav,167,Pili kushirikiana katika kula kunachochea ushirikiano
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30133470.wav,190,Kuna urefu wa kilomita mia tano hamsini na sita
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30164425.wav,154,Kijana anapofikia umri wa kuoa ni lazima awataarifu wazazi wake
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30164490.wav,130,Mtu mmoja anaweza kuibadili nchi yake
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30164508.wav,157,wala mipango ya huko waendako hivyo baadae hujikuta
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30164512.wav,169,Husababisha giza nene katika makazi ya watu kiasi cha watu kushindwa kuonana
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30164513.wav,160,hujui sasa yako itakuwaje ikishapita au itakuwa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30164640.wav,129,Utalii ndiyo biashara inayostawi zaidi ulimwenguni
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30164644.wav,181,Walkuwa wakisema Mughuu turuturu wakimaanisha mguu huu hapa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30164693.wav,122,akienda china atapata pesa nyingi sana
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30164732.wav,141,Kando na Christian Eriksen fahamu wachezaji
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30164734.wav,152,Kuhisi baridi maumivu ya misuli kichefuchefu na kutapika
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30164801.wav,165,kimbunga cha kitropiki kinahitaji joto la uso wa bahari
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30164833.wav,206,mwandishi wa vitabu shaaban robert alisema kazi ni njia ya kufanikiwa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30166132.wav,186,huku kwa mwaka elfu mbili kumi na nane Pekee ilitembelewa na watalii wengi
